database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	AX1_GB5_01_10470	BD1_GA3_01_10459	BL2_GA5_01_10461	BR1_GB6_01_10471	Fusty_GC3_01_10476	KA1_GB1_01_10465	LP1_GB3_01_10467	NB1_GB8_01_10473	PA1_GA4_01_10460	PK1_GB7_01_10472	Rancid_GC2_01_10475	RB2_GB4_01_10469	RB4_GB2_01_10466	TP1_GA8_01_10464	EX1_GA2_01_10458	BL1_GA6_01_10462	YH1_GA7_01_10463	Musty_GC4_01_10477	RB1_GC1_01_10474
unknown				unknown	365.2235				13.98	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										39548.74286	13744.9424	22849.99733	49044.7968	67034.15	32973.55133	4854.7395	36335.26	30018.632	49330.008	24582	34702.60533	65835.237	50532.108	56495.74	29139.96514	26139.82	58420.752	61475.69867
unknown				unknown	365.2807				14.53	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										23881.93	24612.248	20491.8	28662.192	28833.59886	30037.08857	28631.75733	44193.105	24804.08667	31373.86	27244.92	22928.18978	28696.748	29327.14	27081.90578	29380.194	22669.31733	35797.84909	27714.48889
CHEBI:28866	C24H48O2	CCCCCCCCCCCCCCCCCCCCCCCC(O)=O	"InChI=1S/C24H48O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24(25)26/h2-23H2,1H3,(H,25,26)"	Lignoceric acid	367.3581				16.84	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										36924.86	33826.2912	39849.35	35951.232	43348.704	50830.512	33577.776	49529.04	33525.87333	42301.80473	33607.41	39804.38933	45888.06182	56275.79733	36935.664	36148.8456	45835.03	44761.87429	45037.916
unknown				unknown	369.3146				14.51	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										27458.8	28692.6192	25629.3552	20500.2496	21412.1392	15712.6784	24194.392	15116.224	26393.6624	24536.2432	13333.5936	26307.84	36527.51467	18800.684	23020.6704	42521.26526	36273.08686	19851.1488	33555.53667
unknown				unknown	371.1392				6.29	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										76553.5368	18281.78	37685.676	54984.8736	1822.114	37252.092	3855.978	33124.66667	83764.1816	66642.16	22068.272	72934.42667	153339.4089	96794.96667	133321.5951	43917.893	29150.9392	5231.492571	23739.72343
unknown				unknown	373.1374				6.29	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										21378.1	6781.55	10526.893	13102.1545	532.78	14713.05	1091.953	8757.442	23743.6515	22201.78327	7673.443556	21318.765	26256.0784	24935.22	34152.59077	16152.46691	10935.3555	2012.0184	7035.9484
unknown				unknown	374.1719				7.27	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										53084.9592	30082.09745	10272.47	4601.363636	0	2505.832727	0	939.6305455	50261.248	9996.852	2409.381818	21574.71164	11961.85855	4517.55	25192.368	106901.904	21308.29964	116.123	607.5116667
unknown				unknown	375.1222				6.91	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										392814.9776	54672.4	10165.3376	354021.9072	1971.12	453751.7488	2432.536615	170545.155	132630.864	868932.7957	15310.466	270821.6308	342389.9732	382290.6462	1069972.887	105050.259	28413.528	2171.784	10058.57455
unknown				unknown	376.1264				6.9	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										77295.69067	7741.219636	2069.2288	56723.472	142.2617143	91478.05477	601.008	27524.196	22120.128	126158.5243	3318.108444	41953.896	39659.3824	54516.57846	196502.508	12755.655	5218.9188	298.088	2564.509091
unknown				unknown	376.1541				5.69	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										136094.208	146.1928	975.888	1879.488	171.3813333	2734.7144	202.1737143	939.9312	42326.966	5334.606	4227.093	32995.0896	34630.33333	12504.1632	9192.624	45925.91415	3672.81	0	0
unknown				unknown	377.138				7.29	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										9710484.044	308554.9783	169603.608	1410649.478	8050.938462	1829032.439	29794.73538	426752.208	1565307.727	2092764.99	195480.0307	2112610.169	5054031.049	2000895.862	6798891.466	2433894.501	618542.1251	7280.626833	242893.812
unknown				unknown	377.1381				5.75	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										2788400.244	14620.83778	27705.86578	76588.468	3540.516	67423.86667	9855.534	24703.96978	1024869.285	138098.5232	86500.008	636286.399	951267.1169	540103.4598	1583276.975	832944.762	127321.2864	3492.931	4803.178333
unknown				unknown	377.138				8.22	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										728011.624	23502.93867	25602.12514	76648.016	775.11	74462.19	2697.286667	33638.892	311516.4976	141378.8887	27520.54	152860.4093	357831.202	90100.2	615050.4	138928.048	43478.74514	820.5462857	8258.506667
unknown				unknown	377.2241				13.4	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										10093.61689	8769.973333	4854.627556	42775.552	32678.98933	104497.6412	1686.471111	102142.3709	5926.304	54470.652	57409.87429	7182.992	19873.54286	78015.23127	25898.28571	5625.585778	4866.314667	74715.69891	44954.1792
unknown				unknown	378.1407				5.74	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										589888.9505	3373.283333	5809.92	12978.904	622.728	13559.78618	3125.1328	4744.116	175493.1023	20356.752	16562.7	127959.372	152564.5385	55337.56923	306240.2908	128458.544	22601.07692	904.01875	879.8581333
unknown				unknown	378.1416				7.25	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										852471.328	38157.9264	43326	172059.3504	1329.664	273328.7822	4330.052	51478.25533	424228.2018	132267.208	36019.932	181874.4667	1065823.315	169908.8731	942880.5533	419678.3103	104231.4391	674.7531429	24389.7212
unknown				unknown	379.2395				13.96	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										49705.588	13528.1072	29765.21673	75315.30067	93999.18	60152.33533	5757.851429	55396.704	36126.49927	96762.84033	51093.696	35448.85543	72064.0384	74044.792	70322.602	31862.42571	9626.352	70385.136	84212.79067
unknown				unknown	381.2462				12.98	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										14081.774	15215.361	31671.563	26461.164	16564.16667	9190.335	14488.932	9587.024	12416.333	17230.785	7777.383	12186.9088	15735.994	11743.875	13554	13219.92	14657.548	12362.304	13660.164
unknown				unknown	381.2552				14.53	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										46306.98286	43390.89267	38373.568	55100.89891	64509.25091	76408.416	52096.95385	71838.368	38163.84	65518.83667	53265.938	44698.08	54214.36364	68622.264	51030.70691	48363.96	47004.35911	73667.586	48388.78
unknown				unknown	383.331				14.69	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										22550.8608	21361.104	20224.5624	16547.396	20502.9728	17515.4656	27071.3152	14959.89	20502.9728	32048.44	65235.11822	15647.39	20769.3728	34196.41015	19214.965	17935.005	36174.6	19093.544	18090.052
unknown				unknown	383.367				14.54	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										39734.25567	33238.59267	40765.15	32484.8256	37367.726	33526.10525	35662.08	24933.84	41486.424	30467.456	13312.156	31102.772	39708.01067	33473.452	37382.68727	37667.842	34898.4208	30965.07333	38723.076
unknown				unknown	383.3663				15.43	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										8955.379	17745.34431	0	11852.8704	10947.996	0	8177.876	14156.4	14214.752	12059.2472	8130.78	12308.968	23056.33846	0	16464.8315	10203.3008	6975.792	12295.56267	20465.36985
unknown				unknown	387.1106				14.48	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										13823.068	22983.0048	47142.87	18029.868	27281.2	9326.7	3168.887	7407.675	18297.874	38027.215	14128.5504	3481.005	10493.808	6683.865	23395.92133	10504.112	16912.584	17653.57556	19135.4
unknown				unknown	387.1347				5.58	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										69249.34933	6275.472	12530.44	8335.832	338.82	5827.471	2749.338	4566.408571	92528.64	7840.644	12911.704	47174.094	115679.4412	39764.44618	93516.9795	25813.96571	14764.9632	652.7985455	1034.532
unknown				unknown	391.1412				7.51	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										660753.856	55651.90909	27861.81164	13827.8896	654.976	4263.984	1504.555294	1907.154769	590286.6667	18805.144	3121.2352	109500.3957	61298.0228	17787.71891	405216.8032	603953.1492	93207.639	132.2215385	797.758
unknown				unknown	393.1193				4.82	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										15391.593	4360.109	4844.546667	18270.748	9866.584	20169.096	1795.152	15853.41333	6709.993333	29157.23556	18824.772	7503.412	12083.69822	17347.2	31270.83911	3059.740444	4011.318	22687.06873	27584.53091
unknown				unknown	395.4041				14.78	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										90456.384	31813.486	86125.12337	41864.02	78843.688	49463.61333	105625.88	62166.8255	90263.6752	88200.4796	42604.9335	100925.9578	149403.6303	87743.064	99825.92261	97116.95513	28939.296	31947.0528	145037.0341
unknown				unknown	397.2395				12.08	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										23791.72778	20366.404	28509.86945	32896.84571	17826.304	30561.42686	19247.37733	31960.312	20419.1	25659.4	20349.072	15754.424	19731.816	22249.48971	26708.6424	22079.98473	19764.204	20437.3104	20032.97314
unknown				unknown	397.3468				15.07	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										83260.89333	77336.112	84292.22291	64464.5672	73176.13636	58589.424	63203.2632	66315.065	71265.21164	78901.3	67173.8496	56452.376	72263.954	73289.892	64012.444	79230.92667	87559.951	74967.04492	74777.42933
unknown	C22H42O6			unknown	401.3004				14.33	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										95273.1392	14031.26	5810.992	191594.584	72745.794	214386.4832	939.588	314492.3811	25621.842	301388.138	186188.5184	18308.4	54077.48667	160168.9344	252718.848	6480.748	8094.6432	315552.112	151947.675
unknown				unknown	402.3107				14.33	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										17535.57867	5202.761143	2519.146667	34019.78	13721.15333	38758.416	2915.477714	47498.9552	4541.342	47261.68867	35741.02145	4721.509333	10095.74514	27596.73143	59410.872	2662.229143	3168.173143	53376.8832	28739.37
unknown				unknown	407.1347				6.71	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										110381.1632	7143.0408	7091.96	19849.8304	243.3706667	31415.968	1264.086	10167.8368	116799.0408	28369.272	7299.6336	37671.5944	108471.188	27009.374	82125.7624	45836.29133	13020.4288	222.183	5176.114667
unknown				unknown	410.1496				7.27	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										57608.57778	75732.16862	25951.744	9913.309333	0	7578.471556	237.1293333	4493.406667	61073.22	19017.476	4192.24	23417.856	25213.1152	11215.5708	39971.472	152761.2025	46689.46578	209.1514286	1922.8608
unknown				unknown	411.1013				6.9	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										15530.9032	3009.482	1486.596571	23881.6656	120.648	30921.44	0	15085.056	7723.2808	51287.28246	1445.472	14022.9408	14227.7432	30335.695	42815.7488	4709.5168	2068.251429	0	1192.824
unknown				unknown	411.3628				15.29	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										48339.7856	41077.61778	32921.718	41487.8016	25856.321	29059.776	47130.25893	65680.244	44246.4272	40680.6928	37896.716	30557.31933	35944.60089	34019.78667	64327.004	71872.402	26371.3208	18130.23333	59148.315
unknown				unknown	411.3992				15.03	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										48381.5552	49528.24	52862.236	53801.496	52421.29067	53088.191	58326.732	46800.264	53822.645	47923.7616	29778.41829	50797.7408	56095.11733	48776.95333	46711.80267	50959.656	44791.636	38436.31	46116.6816
unknown				unknown	413.1141				7.25	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										156110.5252	7202.995429	6998.29	21874.32533	277.6210909	23118.83267	965.6976	13915.44	45871.168	27187.822	5083.412	32329.67467	46248.433	35369.57257	54517.2	63694.40373	10515.576	359.3056	5461.488
unknown				unknown	413.3074				13.83	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										10213.312	1674.4496	2204.54	28031.042	2809.048	10600.48	168.6272	17901.842	4240.0512	23563.932	40020.7984	5575.6312	6201.836	9480.5168	63758.016	2023.392	1818.4024	20224.11467	68256.41333
unknown				unknown	415.1542				6.32	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										271842.12	1300.395556	31374.62	66719.1272	237.7910769	313602.696	134.5107692	20127.02756	198717.488	504253.9413	15912.47244	125200.4545	301465.2312	181912.6864	26657.30622	49757.895	17571.12255	96923.86364	12920.86
unknown	C23H44O6			unknown	415.3057				14.32	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										323830.1093	40094.476	22119.824	636199.992	226223.88	773921.7088	1337.1504	1290024.883	37896.716	792373.0436	1453482.15	52190.985	93685.248	472917.5712	617737.104	21442.27556	21200.96	1373176.1	438534.36
unknown				unknown	416.1575				6.32	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										43232.216	5203.2	5949.983	12824.74667	0	49553.9528	0	4306.044444	36487.88473	84819.72655	3625.846	23090.6484	51072.21333	36811.70286	177104.9865	8985.57	4060.0075	18560.4096	2767.392
unknown				unknown	416.3264				14.32	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										47842.74	8045.392	4123.152	116383.552	43835.394	145021.75	686.622	253821.266	7046.91	153342.3156	280511.3472	9720.315	25842.96	85201.358	122492.016	4529.296	4746.124	291955.9476	85712.22
unknown	C26H42O4			unknown	417.3018				14.92	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										26768.434	32327.467	26685.33556	21671.95333	46677.54545	361797.6973	18933.954	170234.072	25369.344	42570.564	58943.336	21177.25867	43859.486	51943.136	27838.81956	29405.91333	22898.4955	212008.972	41977.98667
unknown				unknown	417.3338				14.88	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										24433.344	31979.94171	21096.048	25514.2752	49151.564	336351.04	17559.18	130806.528	20876.4112	35141.6824	56466.8136	17834.7944	37934.1136	52036.992	22987.584	31453.31108	20887.764	198346.224	46586.192
unknown				unknown	426.1448				6.59	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										181578.1809	33558.64862	15820.63933	5349.150545	90.89873684	2203.0584	344.9468235	450.4335385	203891.5692	7359.772727	1787.429455	33822.9216	20247.645	9363.745091	125654.144	268366.0754	55817.324	0	368.196
unknown				unknown	445.1416				5.79	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										114354.87	1873.872	2856.548571	3797.988571	0	4031.79	446.0186667	1536.75	49579.718	9473.39	7335.608	43928.676	33066.27	19015.1416	62112.61333	66789.82824	9250.524	135.8222222	214.9333333
unknown				unknown	455.3704				13.93	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										295403.188	19383.623	72763.806	325893.708	45695.595	558375.0467	1951.128	549767.394	197622.315	325652.796	105493.305	98422.41867	338946.3	341291.9714	334557.237	46800.264	31871.07	250283.055	787359.6943
unknown				unknown	456.3745				13.93	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										71345.694	5987.193333	17357.05086	79068.06857	15280.09164	99490.048	939.484	130193.168	50962.99943	72893.3715	27284.21867	27005.21029	87564.03429	79536.49467	83139.30457	13997.784	8986.316	57249.885	153434.9968
unknown				unknown	465.3236				14.89	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										71613.312	76303.1328	71765.1704	57061.902	62263.7064	71401.5744	60178.871	59055.6544	94980.45714	74246.8936	52601.2032	72729.72267	275545.9225	72514.512	75560.0384	82105.536	70013.6768	65601.36	66771.936
unknown				unknown	471.3635				12.85	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										897628.407	85543.47333	148398.7803	1223053.447	181457.925	2024434.502	891.589	2381118.304	474064.704	1601172.179	151280.748	318780.592	980631.765	1004146.208	2012093.16	119406.345	70348.64	1095354.031	1591408.7
unknown				unknown	472.3673				12.85	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										256451.494	18134.94	36814.24291	356911.709	48579.9048	571996.0457	385.552	697422.4045	116721.024	457764.9927	33639.36	86367.524	247395.5477	268091.1483	570150.075	28842.985	16020.648	304063.98	466785.109
unknown				unknown	539.177				5.96	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										28740.16533	2769.568	6120.384	31047.3696	7227.085714	62553.39429	0	73717.44	11527.20171	52845.71782	6942.712	12972.61886	27381.31567	29076.97486	59174.97943	4997.153333	2577.986667	34159.62	38080.567
unknown				unknown	487.323				5.17	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										10633.969	15493.7896	18093.348	17037.856	18144.28	17221.01333	18241.11467	18671.6304	15493.728	14279.4672	24201.4185	12163.495	10806.159	18350.944	12033.954	18332.70743	19133.379	17931.888	18335.8512
unknown				unknown	563.3417				12.02	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										68753.3704	5263.477714	3492.925714	19572.42857	0	4781.694857	554.0765714	14466.7656	46089.08914	15359.5	2638.762286	22487.6416	59948.41745	18547.76	73967.70286	6287.862857	5841.617143	240.8685714	5227.096
unknown				unknown	563.5254				13.93	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										70847.5136	6589.3808	16705.028	193716.5184	486685.996	1896837.891	156.5824	1762368.251	29555.976	477595.9944	609809.518	36464.4528	259844.0832	982793.0806	170552.2104	20850.9336	24344.1576	1274923.829	207190.0387
unknown				unknown	564.434				2.58	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										52001.79709	6216.3552	1421.192	456402.508	2481.476	385878.6703	0	1078044.153	9770.2792	588700.749	2409.333333	19525.48533	23310.3	144929.4507	723662.34	5408.354667	3265.911333	1806.9	109715.0647
unknown				unknown	565.532				13.95	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										3565.024	1240.806667	1674.208667	7745.149333	20053.26	75184.43543	373.3846667	68043.33867	2348.71	23006.58667	23592.59467	2589.746667	9382.276	36722.304	7854.861333	1553.934	2336.924	46684.0944	8421.086
unknown				unknown	567.5554				14.53	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										19605.0272	4505.952	17383.5984	22636.6888	31662.144	61592.29714	22576.70267	61743.40229	20912.5504	24195.06133	25551.384	18074.57143	21901.8096	39134.66914	180.6942857	20754.3965	19311.112	31835.31257	21728.72571
unknown				unknown	585.5085				13.96	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										28038.432	3132.133333	7732.676	87762.29867	206482.336	191815.5184	3709.757333	227056.0913	14164.528	179164.4074	132339.6585	14237.584	93088.076	286898.882	66067.576	7685.348	8805.626	290250.7776	80752.3816
unknown				unknown	600.4115				12.58	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										10588.434	1951.6464	192.704	117658.816	710.714	91142.19771	253.134	304672.2467	3325.0272	148768.704	2650.208	4047.0528	5481.112	36282.552	174995.04	1614.074667	1313.595333	1084.14	26792.0832
unknown				unknown	601.4833				13.93	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										56691.108	5758.306667	9551.420667	167791.4933	442339.988	460070.5208	409.5186667	431547.312	20463.88867	382872.9653	316488.704	23574.022	190874.5776	650281.642	126219.9113	12033.954	14816.58	702187.365	178141.9464
unknown				unknown	602.4867				13.97	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										15848.4	1120.304571	2866.744	42762.28571	123553.2137	121170.7376	180.6857143	150662.2832	6877.776571	106468.7013	89631.68444	8082.290857	53164.73829	113957.745	39756.51429	4637.82	4529.188571	147739.284	49461.408
unknown				unknown	603.485				3.99	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										4299.708	349.3456	2204.1984	13261.3248	26834.032	28973.516	180.66	32385.024	2517.6976	28679.93867	23825.2224	2686.3472	13491.072	46300.464	8649.8896	1553.8824	1831.0528	38642.2848	12259.3248
unknown				unknown	609.5328				13.78	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										16416.6535	1024.004444	1939.3255	103930.8138	8615.908889	103366.726	409.5564444	324946.9013	4577.67	177250.4536	273375.2232	7021.3605	12718.464	62389.68667	179315.8169	1481.630667	2107.7	112167.696	290881.4418
unknown				unknown	611.5483				14.32	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										33222.7744	5576.063333	4748.750667	66907.5744	29898.172	163326.8591	361.392	112754.304	6758.18	103877.856	131043.75	5829.618667	17625.388	55182.726	104061.9384	2589.804	4047.456	114143.1136	77402.98909
unknown				unknown	612.5523				14.28	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										11067.517	168.63	915.952	18437.833	5577.761	26592.143	0	50931.13846	505.968	27748.847	43175.15	3685.638857	2530.08	17599.7904	0	409.547	1397.336	50949.78371	24172.74578
unknown				unknown	635.5496				13.88	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										16425.288	843.2666667	722.8	205220.8872	23073.74933	203143.744	180.68	529559.744	2324.492	132708.72	525220.512	2830.026667	12334.08	117667.605	141696.528	722.72	1180.312	299678.808	233456.7
unknown				unknown	639.5806				14.47	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										59193.556	6986.448	3267.718	196388.4624	88266.25	473455.4944	168.672	751007.0232	6637.346	141979.3947	598831.3216	11633.538	25951.392	218909.6712	144624.192	3493.63	5144.1544	497549.684	114152.226
unknown				unknown	661.551				13.72	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										10816.11067	2168.52	10288.3088	16564.9	16398.336	26754.166	8252.423333	26909.647	11385.36	17395.0016	20803.93543	9694.132	12101.808	26720.6896	17469.6	11864.916	11128.04	23983.586	15828.152
unknown				unknown	687.5676				13.98	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										24124.132	4505.578	14297.415	33714.888	55394.955	48574.3104	2071.998	30288.672	17658.703	52784.11133	27133.8976	16127.5855	45082.5635	67451.153	36393.987	12792.852	13635.74857	38251.744	34408.46
unknown				unknown	688.5682				14	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										10478.77714	1855.304	5600.991429	14382.58286	19693.575	24285.04615	409.5542857	19841.958	7829.342857	17107.024	10375.296	7046.408571	16019.28	21749.528	14842.432	6709.622	5601.257143	22168.93333	13438.61714
unknown				unknown	698.9292				12.5	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										21252.672	20563.2048	21849.2672	18898.605	23080.136	20335.336	22614.096	17659.436	20516.3816	20855.088	19346.5184	18905.312	27298.502	22004.388	17949.0016	22715.82222	23953.285	18671.3	25599.875
